gender,region,education,age,responses_t1_1,responses_t1_2,responses_t2_1,responses_t2_2,responses_t3_1,responses_t3_2,responses_t4_1,responses_t4_2,responses_t5_1,responses_t5_2,responses_t6_1,responses_t6_2,responses_t7_1,responses_t7_2,responses_t8_1,responses_t8_2,responses_t9_1,responses_t9_2,responses_t10_1,responses_t10_2,responses_t11_1,responses_t11_2,responses_t12_1,responses_t12_2,responses_t13_1,responses_t13_2,responses_t14_1,responses_t14_2,responses_t15_1,responses_t15_2,responses_t16_1,responses_t16_2,responses_t17_1,responses_t17_2,responses_t18_1,responses_t18_2,responses_t19_1,responses_t19_2,responses_t20_1,responses_t20_2,prediction_age,age_imputed,prediction_education,education_imputed,prediction_gender,gender_imputed
NA,NA,NA,NA,1,1,0.5,1,1,1,1,1,1,1,0.5,1,0.5,1,0.5,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0.5,1,1,1,0.5,1,0,1,1,1,NA,NA,NA,NA,NA,NA
female,Lima,undergraduate,49,1,2,0.5,1,1,2,1,1,0.5,1,0,1,1,1,0.5,1,1,1,1,1,0,1,1,1,1,2,0.5,1,0.5,1,1,1,1,2,0,2,0.5,1,0.5,1,NA,49,NA,undergraduate,NA,female
male,Ayacucho,undergraduate,40,0.5,2,1,1,1,2,1,1,1,1,1,2,0.5,1,1,1,0,2,1,1,1,2,1,2,1,1,0.5,2,1,1,0,1,1,2,1,1,1,1,0.5,1,NA,40,NA,undergraduate,NA,male
male,Lima,undergraduate,41,0,2,0,1,1,2,1,1,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,1,1,2,0,2,0,1,0,1,0,1,1,1,0.5,1,1,1,NA,41,NA,undergraduate,NA,male
female,Lima,undergraduate,19,0,2,1,2,1,1,1,1,1,2,0.5,1,0.5,1,0.5,1,0,2,0,1,1,2,1,2,1,1,0,1,1,2,0,1,1,2,0.5,1,0.5,1,0.5,1,NA,19,NA,undergraduate,NA,female
male,Lima,undergraduate,24,0,2,0.5,1,1,2,1,2,1,1,1,1,0,1,0.5,1,0.5,1,0.5,1,1,1,0.5,1,1,1,0,1,1,1,0.5,1,1,1,0,1,0.5,1,1,1,NA,24,NA,undergraduate,NA,male
female,Ayacucho,undergraduate,32,1,1,0.5,1,1,2,1,1,1,1,1,1,0,1,1,1,0,2,1,2,1,1,1,2,1,1,0.5,1,0,1,0,1,1,2,0.5,2,1,2,1,1,NA,32,NA,undergraduate,NA,female
male,Lima,graduate,69,1,2,1,2,1,2,0,1,1,1,1,1,1,2,1,2,0,2,1,1,0,2,1,2,1,2,1,1,0,1,1,2,0,2,0,1,0,1,1,1,NA,69,NA,graduate,NA,male
NA,NA,NA,NA,0.5,2,1,2,1,2,1,2,1,1,0.5,1,0,1,0.5,1,0,2,0.5,1,1,2,1,2,1,1,0.5,2,1,1,0.5,2,1,2,0.5,2,0.5,1,1,2,NA,NA,NA,NA,NA,NA
male,Callao,secondary,19,0.5,2,0.5,1,1,2,1,1,1,1,0,1,0,1,0,1,0.5,1,0.5,1,1,1,0,1,1,2,1,2,1,1,1,1,1,1,1,2,0,1,0.5,1,NA,19,NA,secondary,NA,male
female,Lima,graduate,63,1,2,0,2,1,1,1,1,1,2,1,2,0.5,1,1,2,1,2,1,2,0,2,1,2,1,2,1,2,0,1,0.5,1,0,2,1,1,1,2,1,2,NA,63,NA,graduate,NA,female
female,Lima,graduate,35,1,2,1,1,1,1,1,1,0,1,0.5,1,0.5,1,1,2,1,2,1,1,1,2,1,1,0.5,1,1,2,0,1,0.5,2,1,2,0,1,1,1,1,1,NA,35,NA,graduate,NA,female
female,Lima,undergraduate,31,1,2,0.5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,0.5,1,0,1,1,1,0,1,1,1,1,1,1,1,0,2,1,1,0.5,1,NA,31,NA,undergraduate,NA,female
male,Lima,undergraduate,29,0.5,2,0,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,0.5,1,0.5,2,1,1,NA,29,NA,undergraduate,NA,male
NA,NA,NA,23,1,2,0.5,2,1,2,1,2,1,2,1,1,0.5,1,0.5,1,0.5,2,0,2,1,2,1,2,0.5,1,0,2,1,2,0.5,1,1,2,0.5,2,0,1,0.5,2,NA,23,undergraduate,undergraduate,NA,NA
male,Lima Metropolitana,undergraduate,25,0,1,0,1,1,2,1,1,1,1,0,1,0,1,0.5,1,0,1,1,1,1,1,1,1,1,2,1,2,0.5,1,1,1,0,1,1,2,0,1,0,1,NA,25,NA,undergraduate,NA,male
female,Lima,undergraduate,20,0,2,1,2,1,1,1,1,1,2,1,2,0,1,0,1,0,2,0.5,1,1,2,1,1,1,1,0,1,1,2,0,1,1,2,1,1,1,2,1,1,NA,20,NA,undergraduate,NA,female
male,Lima,undergraduate,29,0,2,1,1,1,2,1,1,1,1,1,1,0,1,0,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,NA,29,NA,undergraduate,NA,male
male,Lima Metropolitana,undergraduate,20,0,1,1,2,1,2,0,1,1,1,1,1,1,1,0,1,0,2,1,1,0,1,1,1,1,1,0,1,1,2,1,1,1,2,0,1,0,1,1,1,NA,20,NA,undergraduate,NA,male
male,Junín,undergraduate,33,1,2,0,2,1,2,1,2,0,1,0,1,1,1,1,1,0,2,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,NA,33,NA,undergraduate,NA,male
male,Lima Metropolitana,undergraduate,25,0.5,2,0.5,1,1,2,0.5,1,1,1,0,1,1,1,0.5,1,0.5,1,0.5,1,1,1,1,2,1,2,1,2,0,1,0.5,1,0.5,1,0.5,1,0,1,1,1,NA,25,NA,undergraduate,NA,male
female,Lima,undergraduate,20,0,2,1,2,1,1,1,2,1,1,1,1,0,1,0,2,0,2,0.5,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,NA,20,NA,undergraduate,NA,female
NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,0.5,1,0,1,1,1,0,1,1,1,0,1,0.5,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.5,1,NA,NA,NA,NA,NA,NA
female,Tacna,undergraduate,22,0.5,2,1,2,1,2,1,1,1,2,0.5,1,1,2,0.5,1,0.5,1,0.5,1,1,2,1,1,0.5,1,0,1,1,2,0.5,1,0.5,1,0.5,1,1,1,0.5,1,NA,22,NA,undergraduate,NA,female
female,Arequipa,undergraduate,40,0,2,1,2,1,2,1,1,1,2,1,1,0,2,0,2,0,2,0.5,1,1,2,1,2,1,2,1,1,1,2,0.5,2,1,2,1,2,0,2,0,2,NA,40,NA,undergraduate,NA,female
male,Ica,undergraduate,23,1,2,0,1,1,2,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,1,0.5,1,1,2,1,1,1,1,1,1,0.5,1,0.5,1,0,1,0.5,1,NA,23,NA,undergraduate,NA,male
male,Lima,graduate,25,0.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,25,NA,graduate,NA,male
male,Lima,undergraduate,18,1,2,1,2,1,2,1,1,1,2,0.5,2,0.5,2,1,2,0.5,2,0.5,2,0.5,1,1,2,0.5,2,0.5,2,1,2,0.5,2,0.5,2,0.5,2,0.5,1,0.5,1,NA,18,NA,undergraduate,NA,male
female,Tacna,graduate,39,0,1,0,1,1,2,1,1,1,2,1,1,1,1,1,1,0,2,1,2,1,2,1,1,0,1,0,2,1,1,0,1,1,1,1,1,1,1,1,1,NA,39,NA,graduate,NA,female
female,Arequipa,graduate,47,1,2,0,1,1,1,0,1,0,1,1,1,0.5,1,1,1,1,2,1,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,0.5,1,1,1,0,1,1,1,NA,47,NA,graduate,NA,female
NA,NA,NA,NA,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,0,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,NA,NA,NA,NA,NA,NA
female,Lima,undergraduate,66,1,2,0,1,1,2,1,2,0.5,1,0,1,0,1,0.5,1,1,2,1,2,0,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,1,0,1,NA,66,NA,undergraduate,NA,female
female,Lima,graduate,70,0.5,1,1,1,1,1,1,1,1,1,0,1,0.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0.5,1,1,1,NA,70,NA,graduate,NA,female
male,Lima,graduate,44,1,2,0.5,1,1,2,1,1,1,1,1,1,1,1,1,1,0,2,1,1,0.5,1,0.5,1,1,1,0,1,0.5,1,0,1,0.5,1,1,2,1,1,0.5,1,NA,44,NA,graduate,NA,male
NA,Arequipa,graduate,34,0,2,1,1,1,2,1,1,1,1,0,1,0,1,1,1,0,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,0,1,0,1,NA,34,NA,graduate,male,male
female,Lima,graduate,44,1,2,0,1,1,2,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,2,0.5,1,1,1,1,1,0.5,1,0.5,1,0,1,0.5,1,1,2,0.5,1,1,1,NA,44,NA,graduate,NA,female
female,Arequipa,undergraduate,18,0,2,1,2,1,1,1,1,1,2,0,2,0,1,0,1,0,2,0,1,0.5,1,1,2,1,2,0,1,1,1,1,2,1,1,1,1,0,1,0.5,1,NA,18,NA,undergraduate,NA,female
male,Arequipa,graduate,34,1,2,1,1,1,2,1,1,1,1,1,1,0,1,0,1,0,2,0.5,1,0.5,1,1,2,1,2,0,1,1,1,0.5,1,1,1,1,2,0,1,0.5,1,NA,34,NA,graduate,NA,male
female,Lima,undergraduate,26,1,1,1,2,1,2,1,1,1,2,1,1,1,1,0.5,1,0,2,0.5,1,0.5,1,1,1,1,1,1,2,1,2,1,1,0,1,1,1,0,1,1,1,NA,26,NA,undergraduate,NA,female
NA,NA,NA,NA,0.5,2,0.5,1,1,2,1,1,1,1,1,2,0,1,1,2,0,2,0.5,1,1,1,1,1,1,2,0,1,1,1,0,2,1,1,0,2,0,1,1,2,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,0,1,0.5,1,1,1,0,1,1,1,1,1,1,1,0.5,1,0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,NA,NA,NA,NA,NA,NA
female,Lima,secondary,31,1,2,1,1,1,2,1,1,1,1,0,1,1,2,1,1,0,2,1,2,0,1,0.5,1,1,2,0.5,2,0,1,1,1,1,2,1,2,0,1,1,1,NA,31,NA,secondary,NA,female
NA,NA,NA,NA,0,2,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA
female,Puno,undergraduate,50,0.5,2,1,1,0.5,2,1,2,1,2,0,2,0,2,0.5,1,0,2,0,2,1,2,1,2,1,2,0,1,0.5,2,1,2,1,2,0,1,0,1,1,1,NA,50,NA,undergraduate,NA,female
male,Lima Provincias,graduate,33,1,2,0.5,1,1,2,1,1,1,1,0,1,0.5,1,0.5,1,1,2,1,1,0.5,1,1,1,1,2,1,2,0.5,1,1,1,0.5,1,1,1,0,1,0.5,1,NA,33,NA,graduate,NA,male
male,Lima,graduate,55,1,1,1,1,1,2,1,1,1,1,0,1,0,1,0,1,1,2,1,1,0,1,0,1,1,2,1,2,1,1,1,2,1,1,1,1,0,1,0,1,NA,55,NA,graduate,NA,male
female,Lima,undergraduate,NA,1,2,1,2,1,2,1,1,1,2,0.5,2,1,1,1,1,0.5,2,1,2,0.5,1,1,1,1,2,0.5,1,1,2,0.5,1,0.5,1,1,2,0.5,1,1,1,25.703598,25.703598,NA,undergraduate,NA,female
female,Lima,secondary,19,1,2,0.5,1,1,2,1,1,1,1,0,1,1,2,1,2,0.5,1,1,1,0.5,1,0.5,1,1,2,0.5,2,1,2,0.5,1,0.5,1,0.5,2,1,2,1,1,NA,19,NA,secondary,NA,female
male,Lima,secondary,43,1,2,1,2,1,2,0.5,1,1,2,1,1,0,1,0,1,0,2,0,1,1,2,1,2,1,2,0,1,1,2,0,2,1,2,1,1,1,2,1,1,NA,43,NA,secondary,NA,male
female,Lima,undergraduate,28,1,2,1,2,1,1,1,1,1,2,0,1,1,1,1,1,0,2,1,2,1,1,0.5,1,1,2,1,1,1,1,1,1,0,1,0,1,0,1,0,1,NA,28,NA,undergraduate,NA,female
male,Lima,graduate,48,0,2,1,2,1,2,1,1,1,2,1,1,0,1,0,1,0,2,0,1,1,2,1,1,1,1,0,1,1,2,0,1,1,2,0.5,1,1,2,1,1,NA,48,NA,graduate,NA,male
male,Lima,secondary,18,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,0,1,1,1,0.5,1,1,1,0.5,1,0,1,0,1,0,1,0.5,1,1,1,0.5,1,1,1,NA,18,NA,secondary,NA,male
female,Lima,secondary,18,1,2,1,2,1,2,1,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,0.5,1,0.5,1,0,1,1,1,0.5,1,NA,18,NA,secondary,NA,female
male,Lima,secondary,50,0,2,0,1,1,1,1,1,0,1,1,1,1,2,1,2,0,1,1,2,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,NA,50,NA,secondary,NA,male
female,Lima,secondary,21,0.5,2,1,2,1,2,1,1,1,1,0.5,1,1,1,1,1,0,2,0.5,1,1,2,1,1,1,1,0,1,1,1,0.5,1,0.5,2,0.5,2,0.5,1,0.5,1,NA,21,NA,secondary,NA,female
NA,NA,NA,NA,1,2,1,1,1,1,0.5,1,1,2,0,2,0.5,1,1,1,0,2,0,1,0.5,1,0,1,1,1,0,1,1,2,0,2,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA
male,Lima Metropolitana,undergraduate,38,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0.5,1,0,1,1,2,1,1,NA,38,NA,undergraduate,NA,male
male,Lima,secondary,42,0,2,0,2,0,2,0,2,0,2,0,1,0,1,0,1,0,2,0,1,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,1,0,1,0,1,NA,42,NA,secondary,NA,male
male,Arequipa,graduate,52,1,2,1,1,1,2,1,1,1,1,1,1,1,1,0.5,1,0,2,1,1,1,1,1,1,1,1,0,1,1,1,0.5,1,1,1,0,1,1,1,1,1,NA,52,NA,graduate,NA,male
female,Lima Metropolitana,undergraduate,19,1,2,1,2,1,2,1,2,1,2,0.5,1,0,1,0.5,1,0,2,0.5,1,1,2,1,2,1,1,0,1,1,2,0.5,1,1,1,0,1,1,1,0.5,1,NA,19,NA,undergraduate,NA,female
female,Lima,undergraduate,26,0.5,1,0.5,2,0,2,1,1,0.5,1,0,1,0,2,1,2,0.5,1,0.5,1,1,1,0.5,2,1,1,1,1,0,1,0.5,1,1,2,0.5,1,0.5,1,0.5,1,NA,26,NA,undergraduate,NA,female
male,Lima,secondary,25,1,2,0.5,1,1,2,1,1,1,1,0.5,2,1,1,1,1,0.5,1,0.5,1,0.5,1,1,1,1,2,1,2,0,1,1,1,0.5,1,1,1,0.5,1,1,1,NA,25,NA,secondary,NA,male
NA,NA,NA,NA,1,1,0.5,1,1,1,1,1,1,1,0,1,1,1,0.5,1,0,1,1,1,0.5,1,1,1,0.5,1,0,1,1,1,0.5,1,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA
female,Lima,secondary,20,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,20,NA,secondary,NA,female
NA,NA,NA,NA,1,2,1,2,1,1,1,1,1,2,0,1,0,1,1,2,0,2,1,2,0.5,1,0.5,1,0.5,2,0,1,1,1,0.5,1,1,1,0.5,1,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA
male,Lima,undergraduate,36,1,2,0,1,1,2,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,0,2,0,1,NA,36,NA,undergraduate,NA,male
female,Lima Metropolitana,undergraduate,NA,0.5,2,1,2,1,2,1,1,1,2,0.5,1,0,1,0.5,1,0,1,0.5,1,0.5,1,1,2,0.5,1,0,1,1,1,0.5,1,1,2,0,1,0.5,1,0.5,1,21.976612,21.976612,NA,undergraduate,NA,female
NA,NA,NA,NA,1,2,1,2,1,1,1,1,1,2,1,1,1,2,0.5,1,0,2,0.5,1,0,1,1,2,0,1,1,2,1,2,0,1,0,1,1,2,0,1,1,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,1,1,1,1,1,0.5,1,1,1,1,1,0,1,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
male,Lima,undergraduate,36,1,2,0,1,1,2,0,1,1,1,0,1,0,1,0,1,0,1,0.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,0,1,0,2,0,1,NA,36,NA,undergraduate,NA,male
NA,NA,NA,NA,1,1,0,1,1,1,1,1,0.5,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0.5,1,1,1,0,1,1,1,0,1,1,1,0.5,1,1,1,NA,NA,NA,NA,NA,NA
female,Lima Provincias,undergraduate,20,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,0.5,1,NA,20,NA,undergraduate,NA,female
NA,NA,NA,NA,1,1,0,1,1,1,0.5,1,1,1,0.5,1,1,1,0,1,0,1,1,1,0.5,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0.5,1,NA,NA,NA,NA,NA,NA
male,Lima,secondary,25,1,2,1,1,1,2,1,1,1,1,0.5,2,1,2,1,1,0.5,1,0.5,1,0.5,1,0.5,1,1,2,1,2,0,1,1,1,0.5,1,1,1,0.5,1,1,1,NA,25,NA,secondary,NA,male
NA,NA,NA,NA,1,2,1,2,1,1,1,2,1,2,0.5,2,0.5,1,1,2,1,2,1,1,1,1,0,1,0.5,1,0.5,1,0,1,0.5,1,0.5,1,1,1,1,1,0.5,1,NA,NA,NA,NA,NA,NA
female,Lima,NA,60,1,2,1,1,1,2,1,2,1,1,0,1,0,1,0.5,1,0,2,0,1,0,2,0.5,1,1,2,0.5,2,1,1,0,1,1,1,0,2,0,1,1,1,NA,60,undergraduate,undergraduate,NA,female
male,Piura,undergraduate,27,1,2,1,1,1,2,1,1,1,2,1,1,0,1,0,1,0,2,0.5,1,1,1,1,2,1,2,0.5,1,1,1,0,1,1,1,0,1,0,1,1,1,NA,27,NA,undergraduate,NA,male
female,Lambayeque,undergraduate,24,1,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,2,1,2,1,1,0.5,1,1,2,0.5,1,1,1,0.5,1,1,1,0,1,0,1,1,2,NA,24,NA,undergraduate,NA,female
NA,NA,NA,NA,0,2,0,1,1,1,1,2,0,1,1,1,0,1,1,1,0,2,1,1,1,1,1,1,0,1,1,1,0,1,0,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
male,Cusco,undergraduate,41,1,2,0.5,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,1,1,1,2,1,1,1,1,0.5,1,1,1,0.5,1,0.5,1,0.5,1,1,2,1,2,NA,41,NA,undergraduate,NA,male
male,Lima,undergraduate,34,1,1,0,1,1,1,0.5,1,0.5,1,0,2,0,1,0,1,1,1,0.5,1,0,1,0.5,1,1,2,1,2,0.5,1,1,1,0.5,1,1,2,0,1,1,1,NA,34,NA,undergraduate,NA,male
male,Lima Metropolitana,undergraduate,26,1,2,1,2,1,2,0.5,1,1,2,1,1,0.5,1,1,2,0,2,1,1,1,2,0,2,0.5,1,0.5,1,1,2,0.5,2,1,2,1,1,1,2,1,2,NA,26,NA,undergraduate,NA,male
male,Piura,graduate,29,1,2,0,1,1,2,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,2,0.5,2,0,1,0,1,0,1,0,2,0.5,1,1,2,NA,29,NA,graduate,NA,male
NA,NA,NA,NA,1,1,0,1,1,1,0.5,1,0,1,0,1,1,1,0.5,1,1,1,1,1,0.5,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0.5,2,1,1,1,2,1,1,1,1,0,1,0.5,1,0.5,1,0,2,1,2,1,1,0,1,0,1,1,2,0.5,1,1,1,1,1,0,2,0.5,1,0,2,NA,NA,NA,NA,NA,NA
NA,Extranjero,graduate,35,1,2,1,1,1,2,1,1,1,1,1,1,0.5,1,1,1,0,2,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,NA,35,NA,graduate,female,female
female,Lima Metropolitana,undergraduate,21,0,2,1,2,1,2,1,1,1,1,0.5,1,0,1,0.5,1,0,2,0.5,1,0,1,0.5,1,1,2,0.5,1,1,1,0.5,1,0.5,1,0,2,0.5,1,0,1,NA,21,NA,undergraduate,NA,female
NA,NA,NA,NA,1,1,1,1,1,1,0.5,1,0.5,1,0,1,1,1,0.5,1,0,1,1,1,0.5,1,1,1,1,1,0,1,0,1,0.5,1,0,1,0,1,0.5,1,1,1,NA,NA,NA,NA,NA,NA
male,Lima,secondary,19,1,2,0.5,1,1,2,0.5,1,1,2,0.5,1,1,1,1,1,0,2,1,1,0.5,1,0.5,1,0.5,1,0,1,0,1,0,1,1,2,0,1,0.5,1,1,1,NA,19,NA,secondary,NA,male
male,Lima Provincias,undergraduate,18,1,2,1,1,1,2,0,2,1,1,0.5,1,0.5,1,1,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,2,0,1,1,2,NA,18,NA,undergraduate,NA,male
NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
female,Lima,graduate,30,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,0,2,1,1,1,2,1,2,0.5,1,0,1,1,2,0,1,1,2,0.5,1,0.5,1,0.5,1,NA,30,NA,graduate,NA,female
female,Lima,NA,27,0.5,2,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,2,0.5,1,0.5,1,1,1,1,1,0,2,1,1,0.5,1,1,1,0.5,1,0,1,1,1,NA,27,undergraduate,undergraduate,NA,female
male,Extranjero,graduate,35,0,2,1,2,0,2,0,1,1,1,1,1,0,1,0,1,0,2,0,1,1,2,1,2,1,1,0,1,1,1,0,1,1,2,0,1,1,1,0,1,NA,35,NA,graduate,NA,male
male,Lima,secondary,19,1,2,0.5,2,1,2,1,1,1,2,0.5,1,0.5,2,1,2,0,2,0.5,1,1,2,1,1,1,1,0.5,1,0,1,0.5,1,0.5,2,0.5,1,0.5,1,0.5,1,NA,19,NA,secondary,NA,male
NA,NA,NA,NA,1,1,0.5,1,1,2,0,1,1,1,0.5,2,0.5,1,1,1,0.5,1,0,1,1,1,0.5,1,0,1,0.5,1,1,1,1,1,0.5,1,0,1,0.5,1,0.5,1,NA,NA,NA,NA,NA,NA
male,Extranjero,graduate,31,0,2,1,1,1,2,1,2,1,1,1,2,0,1,0,1,0,2,0,1,1,1,1,1,0.5,1,0,1,1,1,0.5,1,1,2,0,2,1,2,0,1,NA,31,NA,graduate,NA,male
female,Lima,undergraduate,NA,1,1,1,1,1,1,0,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,0,1,0,1,0.5,1,1,1,24.584328,24.584328,NA,undergraduate,NA,female
male,Lima,NA,35,1,2,0,1,0.5,1,0,2,0,1,0.5,1,0.5,2,1,2,1,1,1,2,0,2,0,1,1,2,1,2,0,1,1,1,0,1,0.5,1,0,1,0,1,NA,35,graduate,graduate,NA,male
female,Piura,undergraduate,18,1,2,0.5,1,1,2,1,1,1,2,0.5,1,1,1,0.5,1,0.5,2,0.5,1,0.5,1,0.5,1,0.5,1,0,2,1,2,0,1,1,1,0.5,1,0.5,1,0.5,1,NA,18,NA,undergraduate,NA,female
NA,Áncash,undergraduate,26,0.5,1,1,1,1,2,1,1,1,1,0.5,2,0,1,0,1,0,2,0.5,1,1,1,1,2,1,1,0.5,2,0.5,1,1,1,1,1,0.5,1,1,1,0.5,1,NA,26,NA,undergraduate,male,male
female,Lima,undergraduate,25,1,2,1,2,1,2,1,2,1,2,0,2,1,2,1,2,0.5,2,1,2,0.5,2,1,2,0.5,2,0,2,0,1,0.5,2,0,2,0.5,2,0,1,1,1,NA,25,NA,undergraduate,NA,female
male,Arequipa,graduate,29,0,2,1,2,1,1,1,1,1,2,1,1,0,1,0.5,1,0,1,0,2,1,2,1,1,1,1,0,1,1,2,0,1,1,2,0,1,0.5,1,0.5,1,NA,29,NA,graduate,NA,male
male,Lima,graduate,50,1,2,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,1,1,0,1,1,1,1,1,0,2,1,1,0,1,0,1,1,1,1,2,0,1,NA,50,NA,graduate,NA,male
male,Lima,undergraduate,NA,1,2,0,1,1,2,0.5,1,1,1,0,1,0,1,0.5,1,1,1,1,1,0.5,1,0,1,1,2,1,1,0.5,1,1,1,1,1,1,2,0,1,0,1,22.29514,22.29514,NA,undergraduate,NA,male
male,Callao,graduate,55,0,2,1,2,1,2,1,2,1,2,1,1,0,1,0,1,0,1,0,1,1,1,1,2,1,2,0,1,1,1,0,1,1,2,0,2,0,1,1,1,NA,55,NA,graduate,NA,male
male,Lima,undergraduate,NA,0.5,1,1,1,1,1,0,1,1,1,1,1,0.5,1,0,1,0,1,0,1,1,1,1,1,0.5,1,0,1,1,1,0,1,0.5,1,0,1,1,1,1,1,26.741447,26.741447,NA,undergraduate,NA,male
male,Lima Metropolitana,graduate,27,0,2,1,2,1,2,1,1,1,2,1,1,0,2,1,2,0,2,0,2,1,2,1,2,1,1,0,2,1,2,0,2,1,2,0,1,1,2,1,2,NA,27,NA,graduate,NA,male
male,Lima,undergraduate,19,1,2,0,1,1,2,1,1,0,1,0.5,1,0,1,0.5,1,0,2,1,2,1,2,1,1,0.5,1,0.5,1,0,1,0,1,1,2,1,2,0.5,1,1,1,NA,19,NA,undergraduate,NA,male
female,Lima,undergraduate,25,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,1,0.5,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,NA,25,NA,undergraduate,NA,female
female,Lima Metropolitana,undergraduate,NA,0.5,2,1,1,1,2,1,1,1,1,1,2,0,1,0,1,0,2,0.5,1,1,1,1,1,1,2,0,2,1,2,0.5,1,1,1,0.5,1,0,1,1,2,31.45194,31.45194,NA,undergraduate,NA,female
NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,2,0.5,1,1,1,0.5,1,0.5,1,1,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0.5,2,1,1,1,2,0,2,1,1,0,1,0,1,0.5,1,0.5,2,0.5,1,1,1,1,1,1,2,1,1,0.5,1,1,1,1,1,1,2,0,1,0.5,1,NA,NA,NA,NA,NA,NA
